Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q14_6_TEXT,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q29,Q30,Q31,Q32,Q32_10_TEXT,Q33,Q33_6_TEXT,Q34,Q35,Q35_16_TEXT,Q36,Q36_16_TEXT,Q37,Q37_16_TEXT,Q38,Q39,Q40,Q41,Q42,Q42_8_TEXT,Q43,Q44,Q45_1,Q46_1,Q47,Q48,Q48_16_TEXT,Q49_1_x,Q49_1_y,Q49_2_x,Q49_2_y,Q49_3_x,Q49_3_y,Q49_4_x,Q49_4_y,Q49_5_x,Q49_5_y,Q49_6_x,Q49_6_y,Q49_7_x,Q49_7_y,Q49_8_x,Q49_8_y,Q49_9_x,Q49_9_y,Q49_10_x,Q49_10_y,Q49,Q50,Q51,Q52,Q53,Q53_4_TEXT,Q54,Q55,Q55_6_TEXT,Q56,Q56_4_TEXT,Q57,Q57_6_TEXT
24,Undergraduate,Chemistry,Fifth,Male,Cisgender,Heterosexual,Yes,Monthly,"Beer,Spirits,Cider",Yes,Yes,Because my friends do,None,Yes,Vomitted,0-1,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,"Marijuana,Acid/ LSD,Psilocybin",None,"Marijuana,Acid/ LSD,Psilocybin,Smart Drugs (Adderall/Ritalin/ etc.)",None,"Cocaine (powder),Crack Cocaine,Ketamine,Methamphetamine,Nitrous Oxide,Heroin",None,MDMA,Daily,None,No,"To relax/ unwind,To feel good",None,None,None,17,21,"Alcohol,Nicotine,Other Drugs",Marijuana,None,344,754,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Dangoor Plaza,"Joint (pure marijuana, rolling paper),Bong",No,Yes,"Brownies/ baked goods,Gummies",None,No,"Prescription,Dealer,Friend",None,Can arrange quick delivery,None,Text,None
19,Undergraduate,Biochemistry,Second,Female,Cisgender,Prefer not to say,Yes,Fortnightly,"Wine,Spirits",Yes,Yes,"To get drunk,Because my friends do,It's fun",None,Yes,Vomitted,1-3,Yes,Vapes,None,None,None,None,Reusable with e-Liquid,Affinix,Peach,A week,None,None,None,None,None,None,None,No,"Marijuana,Cocaine (powder),MDMA/ Ecstasy,Ketamine,Psilocybin",None,"Marijuana,MDMA/ Ecstasy,Ketamine",None,"Crack Cocaine,Methamphetamine,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Khat",None,None,On Special Occasions,None,Yes,To enjoy yourself,None,"I passed out in a club from hash
I had terrivle gurning on mdma",None,16,14,"Alcohol,Nicotine",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Joint (pure marijuana, rolling paper),Bong",Yes,No,None,None,No,Bumming off a friend,None,None,None,None,None
22,Undergraduate,Medicine,Fourth,Male,Cisgender,Heterosexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Alcohol,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,Paracetamol,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
21,Postgraduate - Taught,OTHER,First,Female,Cisgender,Heterosexual,Yes,Monthly,Cider,Yes,I don't know/ unsure,"Because my friends do,To relax,It's fun",None,No,Hungover,0-1,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Crack Cocaine,Methamphetamine,Nitrous Oxide,Heroin",None,weed/edibles,None,No,None,None,None,None,I have not had sex on drugs,21,None,Alcohol,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
19,Undergraduate,Mechanical Engineering,First,Male,Cisgender,Heterosexual,Yes,4-6 times a week,"Beer,Wine,Spirits,Cider",Yes,No,"I like the taste,To get drunk,To relax,It's fun",None,Yes,Vomitted,4-6,Socially,Cigarettes,"Pre–rolled, regular size (Straights),Pre–rolled, thin (Vogues),Roll your own (Rollies)","Marlboro,Imported Brands",1-2,No,None,None,None,None,None,None,None,None,None,None,None,No,"Marijuana,Smart Drugs (Adderall/Ritalin/ etc.)",None,None of the above,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD",None,None,On Special Occasions,None,No,"To relax/ unwind,To experience something different",None,None,None,17,18,Alcohol,None,None,287,297,753,739,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Union Building,CAGB","Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),THC vape (Cart, Penjamins, etc)",Yes,No,None,None,No,Friend,None,None,None,None,None
20,Undergraduate,JMC,Second,Male,Cisgender,Heterosexual,Yes,Monthly,"Beer,Spirits",Yes,I don't know/ unsure,It's fun,None,Yes,Blacked out,1-3,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,"Marijuana,Cocaine (powder)",None,None of the above,None,"Crack Cocaine,Methamphetamine,Heroin",None,Mushrooms,On Special Occasions,None,No,To experience something different,None,None,None,14,15,Alcohol,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bong,Yes,No,None,None,No,Bumming off a friend,None,None,None,None,None
19,Undergraduate,Design Engineering,First,Female,Cisgender,Heterosexual,Yes,Every few months,"Wine,Spirits,Cider",Yes,No,"To get drunk,It's fun",None,No,Hungover,0-1,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines",None,None,None,No,None,None,None,None,I have not had sex on drugs,18,None,Alcohol,None,None,297,241,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Union Building,None,None,None,None,None,None,None,None,None,None,None,None
20,Undergraduate,Physics,Second,Male,Cisgender,Heterosexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Psilocybin,Methamphetamine,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Benzodiazepines,Khat",None,Marijuana,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
19,Undergraduate,Computing,First,Female,Cisgender,Asexual,Yes,Monthly,"Spirits,Cider",No,No,"Because my friends do,To relax",None,No,Hungover,0-1,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,Ketamine,Acid/ LSD,Methamphetamine,Nitrous Oxide,Heroin,Amphetamines (speed, ice, uppers, etc),Benzodiazepines",None,None,None,No,None,None,None,None,I have not had sex on drugs,18,None,Alcohol,None,None,1169,694,255,237,312,237,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Union Building,Other",None,None,None,None,None,None,None,None,None,None,None,None
19,Undergraduate,Bioengineering,First,Non-binary / third gender,Transgender,Bisexual,Yes,Weekly,"Wine,Spirits,Cider",Yes,No,"To get drunk,Because my friends do,It's fun",None,Yes,Vomitted,4-6,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,I have successfully quit,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,alcohol ,None,Yes,None,None,None,None,I've had drunk sex,17,None,Alcohol,None,None,728,608,284,251,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Union Building,CAGB",None,None,None,None,None,None,None,None,None,None,None,None
21,Undergraduate,Biochemistry,Third,Non-binary / third gender,SKIP,Lesbian,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Alcohol,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",None,Ideally none. If my ADHD gets severe enough for doctors to prescribe me those drugs I would take them but nothing else,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
20,Undergraduate,Mathematics,First,Non-binary / third gender,Transgender,Pansexual,Yes,Every few months,"Beer,Wine,Spirits,Cider",Yes,Yes,"I like the taste,To get drunk,Because my friends do,To relax,It's fun,OTHER",To forget / be detached from the horrible circumstances I am in and my past rather than cope with it healthily ,Yes,Blacked out,1-3,Yes,"Cigarettes,Vapes,Snus/ Nicotine pouches","Pre–rolled, regular size (Straights),Pre–rolled, large size (Superkings)","Marlboro,Lambert & Butler,Sterling,Mayfair",3-5,No,"Disposable,Reusable with Pods,Reusable with e-Liquid",Lost mary,Triple mango,A day,Once a week,6mg,2 dot,Zyn,None,None,None,Yes,"Marijuana,MDMA/ Ecstasy,Methamphetamine,Amphetamines (speed, ice, uppers, etc),Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines",None,"Marijuana,Psilocybin",None,"Crack Cocaine,Nitrous Oxide,Heroin,Mephedrone,Khat",None,Ones that kill me please !,On Special Occasions,None,Yes,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different,Self discovery,Self–medication,Exam/ academic performance,Physical performance,OTHER","to reduce symptoms of pain from physical disability, symptoms of adhd and anxiety without having to open up to a professional who’ll disregard my feelings and assume I just want drugs rather than to get better ","There are a few ways to consider “worst”:

Once, I took shrooms in my accom and my friend at the time really wanted to laugh at me being high so they kept trying to get me to let them into my room, but I wouldn’t let them and it really fucked my trip up and I hallucinated about 100 people in my room and one of them was screaming at me and I ended up self harming so badly I had to get it checked out to see if I needed stitches the next day 

Another time it was a really bad trip and the side effects lasted a few days after shrooms where I made a sweat puddle in my bed, nearly suffocated  and felt so nauseous and it was not dissimilar from sleep paralysis but for 4 hours where I couldn’t even move to get my phone and I was overstimulated and I kept screaming “why” and crying so hard and realised life is pointless and the only effect we have on others is hurting them in the long run for selfish gain 


The worst trip, by means of getting high was being given mdma at a club and it did literally nothing ",None,14,18,"Alcohol,Nicotine,Other Drugs","Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines",None,233,758,108,567,362,758,38,657,129,744,None,None,None,None,None,None,None,None,None,None,"Huxley,Library,Dangoor Plaza,Other","Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),Bong,THC vape (Cart, Penjamins, etc)",Yes,Yes,Gummies,None,Unsure,"Prescription,Dealer,Friends dealer,Bumming off a friend,Partner,Friend",None,"Can arrange quick delivery,Need to organise in advance",None,OTHER,See them around and ask
20,Undergraduate,Chemistry,First,Female,Cisgender,Bisexual,Yes,Weekly,"Spirits,Cider",Yes,No,"To get drunk,To relax,It's fun",None,Yes,Vomitted,7-9,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,"Marijuana,Cocaine (powder),MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Amphetamines (speed, ice, uppers, etc)",None,"Marijuana,Cocaine (powder),Acid/ LSD",None,"Crack Cocaine,Methamphetamine,Heroin,Anabolic Steroids",None,None,Fortnightly,None,No,"To relax/ unwind,To enjoy yourself,To experience something different,Self–medication",None,None,None,14,17,Alcohol,None,None,293,254,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Union Building,"THC vape (Cart, Penjamins, etc),Convection vape",Yes,Yes,Brownies/ baked goods,None,Yes,"Dealer,Dark Web",None,Can arrange quick delivery,None,Telegram,None
19,Undergraduate,Biology,Second,Female,Cisgender,Bisexual,Yes,Every few months,Spirits,Yes,No,To get drunk,None,No,Hungover,0-1,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,Ketamine,Acid/ LSD,Methamphetamine,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Khat",None,"marijuana, MDMA, adderall",None,No,None,None,None,None,I have not had sex on drugs,17,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
21,Undergraduate,Design Engineering,Fourth,Male,Cisgender,Heterosexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,None of the above,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
19,Undergraduate,Earth Science and Engineering,First,Male,Cisgender,Bisexual,Yes,Daily,"Beer,Wine,Spirits,Cider",Yes,Yes,"I like the taste,To get drunk,Because my friends do,To relax,It's fun,OTHER",To drown my sorrows ,Yes,Vomitted,15+,Socially,Cigarettes,"Pre–rolled, regular size (Straights),Pre–rolled, thin (Vogues),Roll your own (Rollies)","Marlboro,Imported Brands,OTHER",1-2,No,None,None,None,None,None,None,None,None,None,None,None,Yes,"Marijuana,Psilocybin,Nitrous Oxide,Smart Drugs (Adderall/Ritalin/ etc.)",None,"Marijuana,Psilocybin",None,"Crack Cocaine,Heroin,Anabolic Steroids",None,Mdma! ,On Special Occasions,None,No,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different,Self discovery,Self–medication,Exam/ academic performance",None,Greened out so bad I threw up 4 times and couldn't walk ,None,14,14,"Alcohol,Nicotine",None,None,1019,597,433,186,280,306,706,459,None,None,None,None,None,None,None,None,None,None,None,None,"Union Building,RSM,Prince's Gardens,Other","Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),Blunt (pure marijuana, cigar or tobacco leaf wrapping),Bong,THC vape (Cart, Penjamins, etc)",Yes,Yes,"Brownies/ baked goods,Gummies",None,Unsure,"Dealer,Friends dealer,Bumming off a friend,Friend,Parents",None,Can arrange quick delivery,None,Text,None
22,Undergraduate,Chemistry,Fourth,Female,Cisgender,Heterosexual,Yes,Monthly,"Wine,Spirits,Cider",Yes,Yes,"I like the taste,To get drunk,To relax,It's fun",None,Yes,Vomitted,1-3,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,None,None,None,None,Unsure,None,None,None,None,I have not had sex on drugs,17,None,Alcohol,None,None,350,892,272,300,994,626,719,682,763,451,None,None,None,None,None,None,None,None,None,None,"Union Building,CAGB,Chemistry and SECB,RSM,Prince's Gardens",None,None,None,None,None,None,None,None,None,None,None,None
24,Alumnus,Business School,SKIP,Male,Cisgender,Heterosexual,Yes,Weekly,"Beer,Wine,Spirits",Yes,Yes,"I like the taste,To get drunk,To relax,It's fun",None,Yes,Blacked out,10-12,Yes,Cigarettes,"Pre–rolled, thin (Vogues)",OTHER,18-20,Yes,None,None,None,None,None,None,None,None,None,None,None,No,"Marijuana,Cocaine (powder),MDMA/ Ecstasy,Ketamine,Nitrous Oxide,Amphetamines (speed, ice, uppers, etc),Smart Drugs (Adderall/Ritalin/ etc.)",None,"Marijuana,Cocaine (powder),MDMA/ Ecstasy,Ketamine",None,"Crack Cocaine,Acid/ LSD,Heroin,Anabolic Steroids,Mephedrone,Benzodiazepines,Khat",None,Dmt,On Special Occasions,None,No,"To feel good,To enjoy yourself,Self discovery,Exam/ academic performance",None,They were all good,None,14,15,"Alcohol,Nicotine,Other Drugs","Marijuana,Smart Drugs (Adderall/Ritalin/ etc.)",None,956,591,94,851,306,344,800,835,None,None,None,None,None,None,None,None,None,None,None,None,"Union Building,Prince's Gardens,Other","Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper)",No,Yes,Brownies/ baked goods,None,No,"Dealer,Group chat(s),Friends dealer,Tiktok/ Social Media,Friend",None,Can arrange quick delivery,None,Text,None
22,Undergraduate,Computing,Fourth,Male,Cisgender,Heterosexual,Yes,Fortnightly,"Beer,Spirits,Cider",Yes,I don't know/ unsure,"To get drunk,Because my friends do,To relax,It's fun",None,Yes,Vomitted,1-3,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None,None,No,None,None,None,None,I have not had sex on drugs,20,None,Alcohol,None,None,129,627,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Huxley,None,None,None,None,None,None,None,None,None,None,None,None
